STOP_ID,STOP_FRISK_TIME,YEAR,MONTH,DAY,STOP_WAS_INITIATED,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,FIREARM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_BORO_NAME
5536,17:30:00,2020,May,Friday,Based on Self Initiated,1,BURGLARY,25,Y,(null),N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,(null),N,Y,N,(,(null),N,NERVOUS,46,MALE,BLACK HISPANIC,5.7,160,THN,BRO,BLK,11101,QUEENS
5537,19:21:00,2020,June,Monday,Based on Radio Run,1,CPW,35,Y,(null),N,Y,CPW,N,(null),Y,Y,N,N,(null),N,NERVOUS,31,MALE,WHITE HISPANIC,6.3,260,MED,BRO,BLK,(null),QUEENS
5538,19:58:00,2020,June,Saturday,Based on Radio Run,1,GRAND LARCENY,5,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,"CALM, COMPLIANT",27,MALE,BLACK,5.3,180,MED,BLK,BLD,10018,MANHATTAN
5539,14:05:00,2020,June,Sunday,Based on Radio Run,1,ASSAULT,5,Y,(null),N,N,(null),N,(null),N,N,(,(,(null),N,CALM,30,FEMALE,WHITE HISPANIC,5.5,160,MED,BRO,BRO,10128,MANHATTAN
5540,0:28:00,2020,June,Saturday,Based on Self Initiated,1,CPW,1,Y,(null),Y,Y,CPW,N,(null),Y,Y,N,N,Y,Y,NERVOUS,20,MALE,BLACK HISPANIC,5.11,170,THN,BRO,BLK,10459,BRONX
5541,0:28:00,2020,June,Saturday,Based on Self Initiated,1,CPW,1,Y,(null),Y,N,(null),Y,OTHER,Y,Y,N,N,(null),N,NERVOUS,20,MALE,BLACK HISPANIC,5.8,150,THN,BRO,BLK,10459,BRONX
5542,21:10:00,2020,June,Wednesday,Based on Radio Run,1,ROBBERY,45,Y,(null),Y,Y,ROBBERY,N,(null),Y,Y,N,N,Y,Y,,24,MALE,BLACK,5.2,170,THN,BRO,BLK,10473,BRONX
5543,21:10:00,2020,June,Wednesday,Based on Radio Run,1,ROBBERY,45,Y,(null),Y,Y,ROBBERY,N,(null),Y,Y,N,N,(null),N,,25,MALE,BLACK,5.7,150,THN,BRO,BLK,10473,BRONX
5544,19:46:00,2020,June,Thursday,Based on C/W on Scene,1,PETIT LARCENY,20,Y,(null),Y,N,(null),N,(null),Y,Y,N,N,(null),N,NORMAL,13,MALE,BLACK,4.11,120,THN,BRO,BRO,10473,BRONX
5545,19:46:00,2020,June,Thursday,Based on C/W on Scene,1,PETIT LARCENY,29,Y,(null),Y,N,(null),N,(null),Y,Y,N,N,(null),N,NORMAL,13,MALE,BLACK,4.11,120,THN,BRO,BRO,10473,BRONX
5546,2:15:00,2020,June,Tuesday,Based on Radio Run,1,BURGLARY,10,Y,(null),N,Y,CRIMINAL TRESPASS,N,(null),Y,Y,Y,Y,(null),N,COMPLIANT,49,MALE,BLACK,5.11,215,THN,BRO,BLK,10456,BRONX
5547,18:48:00,2020,March,Tuesday,Based on C/W on Scene,1,PETIT LARCENY,10,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,N,N,(null),N,NERVOUS,32,MALE,WHITE HISPANIC,5.7,140,THN,BRO,BLK,10453,BRONX
5548,4:39:00,2020,June,Saturday,Based on Self Initiated,1,BURGLARY,5,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,CALM,41,MALE,AMERICAN INDIAN/ALASKAN N,5.9,175,THN,BRO,BLK,10453,BRONX
5549,23:50:00,2020,June,Tuesday,Based on Radio Run,1,PETIT LARCENY,25,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,UPSET,16,MALE,BLACK HISPANIC,5.7,110,THN,BRO,BRO,11209,BROOKLYN
5550,23:50:00,2020,June,Tuesday,Based on Radio Run,1,PETIT LARCENY,25,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,UPSET,18,MALE,BLACK HISPANIC,5.8,160,MED,BRO,BRO,11209,BROOKLYN
5551,20:00:00,2020,May,Saturday,Based on Radio Run,1,ASSAULT,5,Y,(null),N,N,(null),N,(null),Y,Y,Y,Y,(null),N,CALM/COMPLIANT,34,MALE,BLACK,6.1,240,HEA,BRO,BLD,11207,BROOKLYN
5552,7:30:00,2020,May,Tuesday,Based on Radio Run,1,ASSAULT,5,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,CALM,37,MALE,BLACK,6,195,MED,BRO,BLK,(null),BROOKLYN
5553,22:43:00,2020,June,Friday,Based on Radio Run,1,ASSAULT,5,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,ANGRY,52,MALE,BLACK,5.6,150,HEA,BRO,BLD,11205,BROOKLYN
5554,12:25:00,2020,June,Tuesday,Based on Radio Run,1,CRIMINAL MISCHIEF,12,Y,(null),N,Y,CRIMINAL MISCHIEF,N,(null),N,Y,N,N,(null),N,CALM,28,MALE,BLACK HISPANIC,5.6,190,HEA,BRO,BLK,11375,QUEENS
5555,3:03:00,2020,June,Sunday,Based on Radio Run,1,ASSAULT,5,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,UPSET,23,MALE,BLACK,6,150,THN,BRO,BLK,10452,BRONX
5556,3:03:00,2020,June,Sunday,Based on Radio Run,1,ASSAULT,5,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,UPSET,27,MALE,BLACK,6,170,THN,BRO,BLK,10452,BRONX
5557,1:25:00,2020,May,Thursday,Based on C/W on Scene,1,GRAND LARCENY AUTO,8,Y,(null),N,Y,GRAND LARCENY AUTO,N,(null),Y,Y,Y,Y,(null),N,APPARENTLY NORMAL,69,MALE,BLACK,6.3,180,THN,BRO,BLD,10468,BRONX
5558,14:44:00,2020,May,Monday,Based on Radio Run,1,ASSAULT,3,N,ARREST,Y,Y,ROBBERY,N,(null),Y,Y,N,N,(null),N,ACTING LIKE NOTHING WAS GOING ON,16,MALE,BLACK HISPANIC,5.8,145,THN,BRO,BLK,10463,BRONX
5559,7:12:00,2020,June,Wednesday,Based on Radio Run,1,MENACING,4,Y,(null),N,N,(null),N,(null),Y,N,(,(,(null),N,FINE,49,MALE,BLACK,6,165,THN,BRO,GRY,11213,BROOKLYN
5560,9:09:00,2020,June,Sunday,Based on Radio Run,1,PETIT LARCENY,9,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,COMPLIANCE,21,MALE,BLACK,5.6,150,THN,BRO,BLK,11369,QUEENS
5561,17:00:00,2020,January,Friday,Based on Self Initiated,1,CRIMINAL SALE OF CONTROLLED SUBSTANCE,10,Y,(null),N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,(null),Y,Y,N,N,(null),N,CALM,34,MALE,WHITE HISPANIC,5.1,200,MED,BRO,BLK,10458,BRONX
5562,18:00:00,2020,February,Tuesday,Based on C/W on Scene,1,CRIMINAL MISCHIEF,5,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,UPSET BUT COMPLIANT,20,MALE,BLACK,6,160,THN,BRO,BLK,11234,BROOKLYN
5563,19:45:00,2020,May,Friday,Based on Self Initiated,1,ASSAULT,4,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,CALM,30,MALE,BLACK,5.11,230,HEA,BRO,BLK,11213,BROOKLYN
5564,0:59:00,2020,June,Wednesday,Based on Radio Run,1,BURGLARY,3,N,MALE S,N,Y,CRIMINAL MISCHIEF,N,(null),Y,Y,N,Y,(null),Y,CALM AND COOPERATIVE,16,MALE,WHITE HISPANIC,5.1,180,MED,BRO,BLK,11385,QUEENS
5565,9:00:00,2020,June,Tuesday,Based on C/W on Scene,1,CPSP,5,Y,(null),N,N,(null),N,(null),N,Y,N,N,(null),N,NERVOUS,22,MALE,WHITE HISPANIC,6.3,170,THN,BRO,BLK,(null),MANHATTAN
5566,21:46:00,2020,June,Wednesday,Based on Radio Run,1,OTHER,2,Y,(null),N,Y,OTHER,N,(null),Y,Y,N,N,(null),Y,INTOXICATED,49,MALE,WHITE,5.8,160,THN,HAZ,BLK,10000,MANHATTAN
5567,2:40:00,2020,June,Saturday,Based on Radio Run,1,CRIMINAL MISCHIEF,5,Y,(null),Y,Y,GRAND LARCENY,N,(null),Y,Y,N,Y,(null),N,SCARED,15,MALE,WHITE HISPANIC,5.5,150,THN,BRO,BLK,10025,MANHATTAN
5568,2:35:00,2020,June,Saturday,Based on Radio Run,1,GRAND LARCENY AUTO,10,Y,(null),Y,Y,CRIMINAL MISCHIEF,N,(null),N,N,N,N,(null),N,CALM,15,FEMALE,WHITE HISPANIC,5.5,130,THN,BRO,BLK,10025,MANHATTAN
5569,12:56:00,2020,June,Thursday,Based on Radio Run,1,PETIT LARCENY,10,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,CALM, ,MALE,BLACK,5.9,170,MED,(null),BLK,10035,MANHATTAN
5570,6:50:00,2020,June,Wednesday,Based on Radio Run,1,OTHER,8,Y,(null),N,N,(null),N,(null),N,N,N,(,(null),N,AGITATED,48,MALE,BLACK,5.7,155,MED,BRO,BLD,10027,MANHATTAN
5571,3:40:00,2020,June,Wednesday,Based on C/W on Scene,1,ASSAULT,10,Y,(null),N,N,(null),N,(null),Y,Y,Y,Y,(null),N,CALM,26,MALE,BLACK,6.2,250,MED,BRO,BLK,10474,BRONX
5572,21:38:00,2020,June,Sunday,Based on Radio Run,1,ROBBERY,5,Y,(null),N,N,(null),Y,MARIJU,Y,Y,(,N,(null),N,ANGRY,26,MALE,BLACK,5.1,155,THN,BRO,BLK,10458,BRONX
5573,0:45:00,2020,June,Thursday,Based on Self Initiated,1,CPW,5,Y,(null),N,N,(null),Y,MARIJU,Y,Y,N,N,(null),N,NERVOUS,24,MALE,WHITE HISPANIC,5.7,160,THN,BRO,BLK,10460,BRONX
5574,21:22:00,2020,June,Saturday,Based on Radio Run,1,ROBBERY,14,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,N,N,(null),N,DEFENSIVE,24,MALE,WHITE,5.8,130,THN,BRO,BRO,10469,BRONX
5575,19:51:00,2020,June,Saturday,Based on Radio Run,1,ASSAULT,23,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),Y,UPSET,23,MALE,WHITE HISPANIC,5.5,185,THN,BRO,BLK,11204,BROOKLYN
5576,19:15:00,2020,June,Tuesday,Based on Radio Run,1,GRAND LARCENY AUTO,3,Y,(null),N,Y,UNAUTHORIZED USE OF A VEHICLE,N,(null),N,N,N,N,(null),N,CRYING/UPSET,53,FEMALE,WHITE HISPANIC,5.3,210,HEA,BRO,BLK,11416,QUEENS
5577,16:10:00,2020,June,Wednesday,Based on Radio Run,2,PETIT LARCENY,5,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,N,N,(null),N,NERVOUS,51,MALE,BLACK,6.3,200,MED,BRO,BLK,10309,STATEN ISLAND
5578,16:13:00,2020,June,Wednesday,Based on Radio Run,0,CPW,2,Y,(null),Y,N,(null),N,(null),Y,Y,Y,Y,(null),N,CALM AND CONSENT,35,MALE,BLACK, ,170,MED,(null),BLK,(null),MANHATTAN
5579,23:45:00,2020,June,Sunday,Based on Radio Run,1,CPW,7,Y,(null),Y,Y,CPW,N,(null),Y,N,N,N,Y,Y,NERVOUS,39,MALE,BLACK,5.7,160,MED,BRO,BLK,11206,BROOKLYN
5580,0:00:00,2020,June,Friday,Based on C/W on Scene,2,CPW,10,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),Y,UNCOMPLIANT, ,MALE,WHITE,5.8, ,MED,(null),BLD,10004,MANHATTAN
5581,23:50:00,2020,June,Tuesday,Based on Radio Run,2,PETIT LARCENY,8,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,Y,Y,(null),N,CALM AND COOPERATIVE,21,MALE,BLACK,6.1,160,THN,BRO,BLK,10018,MANHATTAN
5582,10:44:00,2020,June,Wednesday,Based on C/W on Scene,1,ASSAULT,4,Y,(null),Y,N,(null),N,(null),Y,N,Y,Y,(null),N,UNDERSTANDING,58,MALE,BLACK,5.9,200,HEA,BRO,BLD,10035,MANHATTAN
5583,22:20:00,2020,June,Wednesday,Based on Radio Run,0,ASSAULT,8,Y,(null),N,N,(null),N,(null),Y,Y,N,Y,(null),N,NERVOUS,34,MALE,WHITE,6.1,180,MED,BLK,BLK,10035,MANHATTAN
5584,20:00:00,2020,May,Wednesday,Based on Self Initiated,1,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,Y,(null),Y,N,(null),N,(null),N,N,N,(,(null),N,CALM, ,FEMALE,WHITE HISPANIC,5.4,125,THN,BRO,BLK,10027,MANHATTAN
5585,18:55:00,2020,June,Saturday,Based on Radio Run,1,CRIMINAL MISCHIEF,8,Y,(null),Y,Y,CRIMINAL MISCHIEF,N,(null),N,Y,N,N,(null),N,CALM,58,MALE,BLACK,6.2,150,THN,BLK,BLD,11215,BROOKLYN
5586,20:55:00,2020,April,Wednesday,Based on Radio Run,1,BURGLARY,5,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,CALM,26,MALE,BLACK,5.4,180,MED,BRO,BLK,11213,BROOKLYN
5587,4:58:00,2020,June,Thursday,Based on Radio Run,1,CPW,5,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,EVASIVE,17,MALE,WHITE HISPANIC,5.1,180,MED,BRO,BLK,11385,QUEENS
5588,1:28:00,2020,June,Friday,Based on C/W on Scene,1,GRAND LARCENY AUTO,4,Y,(null),N,N,(null),N,(null),N,N,N,Y,(null),N,NORMAL,20,MALE,BLACK,6.1,170,THN,BRO,BLK,11426,QUEENS
5589,10:55:00,2020,June,Wednesday,Based on Radio Run,3,PETIT LARCENY,15,Y,(null),N,Y,PETIT LARCENY,N,(null),N,N,N,N,(null),N,NERVOUS,37,FEMALE,WHITE HISPANIC,5.6,160,MED,BRO,BRO,11417,QUEENS
5590,1:07:00,2020,June,Wednesday,Based on Radio Run,1,MENACING,10,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,CONFUSED,33,MALE,WHITE, ,140,THN,BLU,BRO,10312,STATEN ISLAND
5591,17:02:00,2020,June,Thursday,Based on Radio Run,1,GRAND LARCENY,10,Y,(null),N,Y,GRAND LARCENY,N,(null),N,N,N,(,(null),N,COMBATIVE,23,MALE,BLACK,5.8,150,MED,BRO,BLK,10025,MANHATTAN
5592,13:17:00,2020,June,Saturday,Based on Radio Run,1,ROBBERY,10,Y,(null),Y,Y,ROBBERY,N,(null),Y,Y,N,N,(null),N,CALM,22,MALE,WHITE,5.6,165,MED,BLU,BLK,11223,BROOKLYN
5593,13:17:00,2020,June,Saturday,Based on Radio Run,1,ROBBERY,10,Y,(null),Y,Y,ROBBERY,N,(null),Y,Y,Y,N,(null),N,NERVOUS,22,MALE,WHITE,5.6,165,MED,BLK,BLK,11223,BROOKLYN
5594,13:17:00,2020,June,Saturday,Based on Radio Run,1,ROBBERY,10,Y,(null),Y,Y,ROBBERY,N,(null),Y,Y,N,N,(null),N,CALM,27,FEMALE,WHITE,5.3,140,XXX,BRO,BRO,11223,BROOKLYN
5595,23:27:00,2020,June,Wednesday,Based on Radio Run,0,BURGLARY,10,Y,(null),Y,N,(null),N,(null),N,N,N,(,(null),N,,20,MALE,BLACK,6,180,MED,BRO,BLK,11214,BROOKLYN
5596,23:27:00,2020,June,Wednesday,Based on Radio Run,0,BURGLARY,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,,23,FEMALE,WHITE,5.5,120,THN,BLU,BLN,11214,BROOKLYN
5597,2:05:00,2020,May,Friday,Based on Radio Run,1,BURGLARY,15,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,CALM,47,MALE,BLACK,5.11,190,MED,BRO,BLK,11221,BROOKLYN
5598,23:54:00,2020,June,Saturday,Based on Self Initiated,1,CPW,1,Y,(null),Y,Y,CPW,N,(null),Y,Y,N,N,Y,Y,SAD,16,MALE,BLACK,5.8,150,MED,BRO,BLK,11692,QUEENS
5599,21:14:00,2020,June,Wednesday,Based on Radio Run,1,CPW,8,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,CALM,48,MALE,ASIAN / PACIFIC ISLANDER,6,160,THN,BRO,BLK,11423,QUEENS
5600,20:45:00,2020,June,Wednesday,Based on Radio Run,1,PETIT LARCENY,3,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,N,N,(null),N,COOPERATIVE,48,MALE,WHITE,6,175,THN,GRN,BLD,11379,QUEENS
5601,18:25:00,2020,June,Saturday,Based on Radio Run,0,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,N,Y,(null),N,"NERVOUS, EVASIVE.",17,MALE,BLACK,5.11,175,THN,BRO,BLK,11434,QUEENS
5602,18:25:00,2020,June,Saturday,Based on Radio Run,0,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,Y,(,(null),N,"NERVOUS, EVASIVE.",18,MALE,BLACK,5.11,190,THN,BRO,BLK,11434,QUEENS
5603,18:25:00,2020,June,Saturday,Based on Radio Run,0,CPW,5,Y,(null),Y,N,(null),N,(null),N,N,Y,(,(null),N,CALM,19,MALE,BLACK,6,195,THN,BRO,BLK,11434,QUEENS
5604,6:02:00,2020,June,Thursday,Based on C/W on Scene,1,ROBBERY,2,Y,(null),N,Y,ROBBERY,N,(null),N,Y,N,N,(null),N,CALM,37,MALE,BLACK,5.1,170,MED,BLK,BLK,10026,MANHATTAN
5605,7:25:00,2020,June,Thursday,Based on Radio Run,1,PETIT LARCENY,5,Y,(null),N,Y,BURGLARY,N,(null),Y,Y,Y,Y,(null),N,NERVIOS AND TALKATIVE,42,MALE,BLACK,6.4,200,THN,BRO,BLD,10466,BRONX
5606,18:25:00,2020,June,Saturday,Based on Radio Run,0,CPW,5,Y,(null),Y,N,(null),N,(null),Y,Y,Y,(,(null),N,"NERVOUS, EVASIVE.",17,MALE,BLACK,6.1,200,THN,BRO,BLK,11434,QUEENS
5607,18:25:00,2020,June,Saturday,Based on Radio Run,0,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,Y,Y,(null),N,"NERVOUSE, EVASIVE.",16,MALE,BLACK,6.1,195,THN,BRO,BLK,11434,QUEENS
5608,13:50:00,2020,June,Thursday,Based on Radio Run,1,ROBBERY,3,Y,(null),N,Y,ROBBERY,N,(null),N,Y,N,N,(null),N,COOPERATIVE,53,MALE,WHITE,5.1,180,MED,BRO,BLD,10306,STATEN ISLAND
5609,1:31:00,2020,June,Friday,Based on Self Initiated,1,MAKING GRAFFITI,11,Y,(null),N,N,(null),N,(null),N,Y,N,N,(null),N,NERVOUS,35,MALE,WHITE,5.7,150,MED,BRO,BRO,10013,MANHATTAN
5610,16:53:00,2020,February,Monday,Based on C/W on Scene,2,OTHER,45,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,CALM,60,MALE,MIDDLE EASTERN/SOUTHWEST,5.4,160,MED,BRO,BLD,10022,MANHATTAN
5611,1:38:00,2020,June,Wednesday,Based on Self Initiated,1,CPW,1,Y,(null),N,Y,CPW,N,(null),Y,Y,N,N,Y,Y,,32,FEMALE,BLACK,5.5,180,MED,BRO,BLK,10458,BRONX
5612,22:25:00,2020,June,Tuesday,Based on Radio Run,0,BURGLARY,35,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,COMPLIANT,20,MALE,BLACK,5.11,165,MED,BRO,BLK,11420,QUEENS
5613,12:27:00,2020,June,Thursday,Based on Radio Run,0,CRIMINAL MISCHIEF,5,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,ACTING NORMAL,25,MALE,BLACK,5.11,200,U,BRO,BLK,(null),QUEENS
5614,12:27:00,2020,June,Thursday,Based on Radio Run,0,CRIMINAL MISCHIEF,5,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,ACTING NORMAL,25,FEMALE,BLACK,5.9,145,MED,BRO,BLK,(null),QUEENS
5615,3:13:00,2020,June,Sunday,Based on Radio Run,1,CPW,3,Y,(null),N,N,(null),N,(null),Y,N,Y,Y,(null),N,CALMAND UNDERSTANDING,42,MALE,BLACK,5.7,140,THN,(null),(nu,11434,QUEENS
5616,23:04:00,2020,June,Friday,Based on C/W on Scene,1,BURGLARY,7,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,DENIAL,34,MALE,BLACK,5.11,190,MED,BRO,BLK,10075,MANHATTAN
5617,14:07:00,2020,March,Saturday,Based on Radio Run,1,CPW,3,Y,(null),N,N,(null),N,(null),Y,N,Y,Y,(null),N,NORMAL,25,MALE,BLACK,5.11,165,THN,BLK,BRO,10457,BRONX
5618,1:06:00,2020,June,Friday,Based on Radio Run,1,BURGLARY,5,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,CALM, ,MALE,WHITE,6,180,THN,ZZZ,GRY,11223,BROOKLYN
5619,11:04:00,2020,June,Sunday,Based on Radio Run,1,OTHER,3,Y,(null),N,N,(null),N,(null),Y,N,Y,Y,(null),N,,65,MALE,BLACK,6.1,220,HEA,BRO,BLK,11204,BROOKLYN
5620,23:40:00,2020,May,Thursday,Based on Radio Run,1,MAKING GRAFFITI,5,N,STARTE,N,Y,OTHER,N,(null),N,Y,N,N,(null),N,NORMAL,23,MALE,WHITE,5.11,178,THN,(null),BLK,11222,BROOKLYN
5621,18:07:00,2020,June,Thursday,Based on Radio Run,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM,22,MALE,BLACK,6.4,180,THN,BRO,BLK,11432,QUEENS
5622,18:07:00,2020,June,Thursday,Based on Radio Run,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,IRRATE, ,MALE,BLACK,5.6,150,MED,(null),(nu,11432,QUEENS
5623,17:24:00,2020,June,Friday,Based on Radio Run,1,ROBBERY,7,Y,(null),Y,Y,ROBBERY,N,(null),N,Y,Y,Y,(null),N,CALM,30,MALE,WHITE HISPANIC,6,160,THN,BRO,BRO,11368,QUEENS
5624,17:24:00,2020,June,Friday,Based on Radio Run,1,ROBBERY,7,Y,(null),Y,Y,ROBBERY,N,(null),N,Y,N,N,(null),N,CALM,40,MALE,WHITE HISPANIC,5.11,160,THN,BRO,BRO,11368,QUEENS
5625,11:50:00,2020,June,Sunday,Based on Radio Run,1,PETIT LARCENY,33,Y,(null),N,N,(null),N,(null),N,Y,Y,Y,(null),N,NOT ABLE TO SIT STILL, ,FEMALE,WHITE,5.3,110,THN,BRO,RED,10128,MANHATTAN
5626,1:09:00,2020,June,Monday,Based on C/W on Scene,0,OTHER,14,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,"NERVOUS, LOOKING AROUND.",17,MALE,MIDDLE EASTERN/SOUTHWEST,5.7,130,THN,BLK,BLK,11235,BROOKLYN
5627,22:20:00,2020,June,Friday,Based on Radio Run,1,PETIT LARCENY,22,Y,(null),N,N,(null),N,(null),N,N,Y,Y,(null),N,COMPLIANT,42,MALE,WHITE HISPANIC,6,170,THN,BLK,BLK,10011,MANHATTAN
5628,4:05:00,2020,June,Monday,Based on Radio Run,1,ROBBERY,3,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,NERVOUS,30,MALE,BLACK HISPANIC,5.1,140,THN,BRO,BLK,10035,MANHATTAN
5629,11:30:00,2020,June,Wednesday,Based on C/W on Scene,1,PETIT LARCENY,10,Y,(null),N,N,(null),N,(null),N,Y,N,N,(null),N,APOLOGETIC,51,FEMALE,WHITE HISPANIC,5.4,110,THN,BRO,BRO,11238,BROOKLYN
5630,0:42:00,2020,June,Sunday,Based on C/W on Scene,5,ASSAULT,5,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,,25,MALE,WHITE HISPANIC,5.7,165,THN,BRO,BLK,10035,MANHATTAN
5631,18:38:00,2020,June,Sunday,Based on C/W on Scene,3,OTHER,10,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,UPSET, ,MALE,BLACK, , ,MED,BRO,BLK,10456,BRONX
5632,4:30:00,2020,June,Monday,Based on Radio Run,1,BURGLARY,7,Y,(null),N,N,(null),N,(null),N,N,Y,Y,(null),N,UPSET, ,(null),BLACK,6.4,170,THN,BRO,BLK,11224,BROOKLYN
5633,11:50:00,2020,June,Thursday,Based on Radio Run,1,PETIT LARCENY,10,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,Y,N,N,(null),N,CALM,44,MALE,WHITE HISPANIC,5.6,120,THN,BRO,BLK,11214,BROOKLYN
5634,0:55:00,2020,June,Friday,Based on Radio Run,1,CPW,10,Y,(null),N,N,(null),N,(null),Y,N,Y,Y,(null),N,, ,MALE,BLACK HISPANIC, , ,(null),(null),(nu,10034,MANHATTAN
5635,2:43:00,2020,May,Saturday,Based on Self Initiated,0,CPW,3,N,DIDNT,N,N,(null),N,(null),Y,N,N,N,(null),N,UPSET,36,MALE,BLACK,5.5,180,MED,BRO,BRO,11226,BROOKLYN
5636,18:30:00,2020,April,Friday,Based on Radio Run,1,PETIT LARCENY,13,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,Y,Y,(null),Y,ANGRY,23,MALE,BLACK,6.4,180,U,BRO,BLK,10458,BRONX
5637,7:48:00,2020,June,Sunday,Based on C/W on Scene,5,MENACING,15,Y,(null),N,N,(null),N,(null),N,Y,N,N,(null),N,ANNOYED,40,MALE,WHITE HISPANIC,5.6,150,MED,BRO,BLK,11377,QUEENS
5638,4:19:00,2020,June,Saturday,Based on C/W on Scene,1,OTHER,13,Y,(null),N,Y,CRIMINAL MISCHIEF,N,(null),Y,N,N,N,(null),N,SWEATY NERVOUS AND OUT OF BREATH.,20,MALE,BLACK,6.3,200,HEA,BRO,BLK,11226,BROOKLYN
5639,12:50:00,2020,June,Saturday,Based on C/W on Scene,1,RAPE,7,Y,(null),Y,N,(null),N,(null),Y,Y,N,N,(null),N,COOPERATIVE,22,MALE,BLACK,5.9,140,THN,ZZZ,XXX,11434,QUEENS
5640,12:50:00,2020,June,Saturday,Based on C/W on Scene,1,RAPE,7,Y,(null),Y,N,(null),N,(null),Y,Y,N,N,(null),N,COOPERATIVE,21,MALE,BLACK,6.1,170,THN,ZZZ,BLK,11434,QUEENS
5641,7:44:00,2020,June,Monday,Based on Radio Run,2,BURGLARY,4,Y,(null),N,Y,BURGLARY,N,(null),Y,Y,N,N,(null),N,CALM,32,MALE,BLACK,6.1,180,THN,BRO,BLK,11355,QUEENS
5642,14:14:00,2020,June,Saturday,Based on Radio Run,1,CRIMINAL MISCHIEF,10,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),Y,AGITATED,30,MALE,BLACK HISPANIC,5.8,215,HEA,BRO,BLK,10003,MANHATTAN
5643,19:00:00,2020,January,Monday,Based on Self Initiated,0,CRIMINAL SALE OF CONTROLLED SUBSTANCE,1,Y,(null),N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,(null),N,Y,N,N,(null),N,,35,MALE,BLACK, , ,(null),(null),(nu,10026,MANHATTAN
